0.0000000000000000e+000 1.2395548830134544e+000
1.0050251256281407e-007 9.6979495159842288e-001
2.0100502512562815e-007 1.0270859947396866e+000
3.0150753768844224e-007 9.8363956360157456e-001
4.0201005025125629e-007 9.4046354595972737e-001
5.0251256281407034e-007 9.1630226340458254e-001
6.0301507537688449e-007 8.9806544612418449e-001
7.0351758793969853e-007 8.8242895247532471e-001
8.0402010050251258e-007 8.6506126530762639e-001
9.0452261306532663e-007 8.4785615859055397e-001
1.0050251256281407e-006 8.3153855195856530e-001
1.1055276381909548e-006 8.1538170936604959e-001
1.2060301507537690e-006 7.9941021605211737e-001
1.3065326633165829e-006 7.8362817884776503e-001
1.4070351758793971e-006 7.6800469481346656e-001
1.5075376884422110e-006 7.5256114243733008e-001
1.6080402010050252e-006 7.3728463942639832e-001
1.7085427135678393e-006 7.2217019344102562e-001
1.8090452261306533e-006 7.0722045813364209e-001
1.9095477386934674e-006 6.9243383618000187e-001
2.0100502512562813e-006 6.7781009608356591e-001
2.1105527638190957e-006 6.6334928544283855e-001
2.2110552763819096e-006 6.4905112112504015e-001
2.3115577889447236e-006 6.3491561647356731e-001
2.4120603015075380e-006 6.2094275374801100e-001
2.5125628140703519e-006 6.0713249404611513e-001
2.6130653266331658e-006 5.9348483706625854e-001
2.7135678391959798e-006 5.7999977539343728e-001
2.8140703517587941e-006 5.6667730417872286e-001
2.9145728643216081e-006 5.5351742271072846e-001
3.0150753768844220e-006 5.4052012925514492e-001
3.1155778894472364e-006 5.2768542305313748e-001
3.2160804020100503e-006 5.1501330379418786e-001
3.3165829145728643e-006 5.0250377113216771e-001
3.4170854271356786e-006 4.9015682491970369e-001
3.5175879396984926e-006 4.7797246506266672e-001
3.6180904522613065e-006 4.6595069148843132e-001
3.7185929648241209e-006 4.5409150416071020e-001
3.8190954773869348e-006 4.4239490305269263e-001
3.9195979899497492e-006 4.3086088814478629e-001
4.0201005025125627e-006 4.1948945942252241e-001
4.1206030150753771e-006 4.0828061687141753e-001
4.2211055276381914e-006 3.9723436047515293e-001
4.3216080402010049e-006 3.8635069021269475e-001
4.4221105527638193e-006 3.7562960605464440e-001
4.5226130653266337e-006 3.6507110795877984e-001
4.6231155778894472e-006 3.5467519586369856e-001
4.7236180904522615e-006 3.4444186967996965e-001
4.8241206030150759e-006 3.3437112927775314e-001
4.9246231155778894e-006 3.2446297446946376e-001
5.0251256281407038e-006 3.1471740498566991e-001
5.1256281407035173e-006 3.0513442044178901e-001
5.2261306532663317e-006 2.9571402029238386e-001
5.3266331658291460e-006 2.8645620376889930e-001
5.4271356783919595e-006 2.7736096979546382e-001
5.5276381909547739e-006 2.6842831687588009e-001
5.6281407035175883e-006 2.5965824294309370e-001
5.7286432160804018e-006 2.5105074516021375e-001
5.8291457286432162e-006 2.4260581965952296e-001
5.9296482412060305e-006 2.3432346120282330e-001
6.0301507537688440e-006 2.2620366274289441e-001
6.1306532663316584e-006 2.1824641486179508e-001
6.2311557788944728e-006 2.1045170505723915e-001
6.3316582914572863e-006 2.0281951684338662e-001
6.4321608040201006e-006 1.9534982862721431e-001
6.5326633165829150e-006 1.8804261231632777e-001
6.6331658291457285e-006 1.8089783160886450e-001
6.7336683417085429e-006 1.7391543991130576e-001
6.8341708542713573e-006 1.6709537782591369e-001
6.9346733668341708e-006 1.6043757014656343e-001
7.0351758793969851e-006 1.5394192230042941e-001
7.1356783919597995e-006 1.4760831617383163e-001
7.2361809045226130e-006 1.4143660526410246e-001
7.3366834170854274e-006 1.3542660910612633e-001
7.4371859296482417e-006 1.2957810693272298e-001
7.5376884422110553e-006 1.2389083054266670e-001
7.6381909547738696e-006 1.1836445636909902e-001
7.7386934673366831e-006 1.1299859676441884e-001
7.8391959798994984e-006 1.0779279054519375e-001
7.9396984924623119e-006 1.0274649287169431e-001
8.0402010050251254e-006 9.7859064570444729e-002
8.1407035175879406e-006 9.3129761043514087e-002
8.2412060301507541e-006 8.8557720943627002e-002
8.3417085427135676e-006 8.4141954827777879e-002
8.4422110552763828e-006 7.9881334031934204e-002
8.5427135678391964e-006 7.5774580033592304e-002
8.6432160804020099e-006 7.1820254585458043e-002
8.7437185929648251e-006 6.8016750910644533e-002
8.8442211055276386e-006 6.4362286246169187e-002
8.9447236180904521e-006 6.0854896006370680e-002
9.0452261306532673e-006 5.7492429810962857e-002
9.1457286432160808e-006 5.4272549584298960e-002
9.2462311557788944e-006 5.1192729884248368e-002
9.3467336683417096e-006 4.8250260562758392e-002
9.4472361809045231e-006 4.5442251798108561e-002
9.5477386934673366e-006 4.2765641473883245e-002
9.6482412060301518e-006 4.0217204814812529e-002
9.7487437185929653e-006 3.7793566127875496e-002
9.8492462311557788e-006 3.5491212441223934e-002
9.9497487437185924e-006 3.3306508785965937e-002
1.0050251256281408e-005 3.1235714828497799e-002
1.0150753768844221e-005 2.9275002535095507e-002
1.0251256281407035e-005 2.7420474536397198e-002
1.0351758793969850e-005 2.5668182857081411e-002
1.0452261306532663e-005 2.4014147684727292e-002
1.0552763819095477e-005 2.2454375870288968e-002
1.0653266331658292e-005 2.0984878879214040e-002
1.0753768844221106e-005 1.9601689945143216e-002
1.0854271356783919e-005 1.8300880215409213e-002
1.0954773869346734e-005 1.7078573717305038e-002
1.1055276381909548e-005 1.5930961014545948e-002
1.1155778894472361e-005 1.4854311462950931e-002
1.1256281407035177e-005 1.3844984011826147e-002
